id;fecha_echo;sexo;edad;estado_civil;modalidad_id;barrio_id;bien_id;color_id;lugar_id;grupo_bien_id;sede_receptora_id;arma_medio_id
DEFAULT;2003-06-06T03:30:00.000-05:00;Mujer;45;Sin dato;2;66;8;11;6;4;5;8
DEFAULT;2003-06-07T11:40:00.000-05:00;Mujer;36;Casado(a);7;119;76;11;10;3;3;3
DEFAULT;2003-06-07T11:30:00.000-05:00;Hombre;34;Casado(a);1;224;10;11;10;3;13;6
DEFAULT;2003-06-07T11:30:00.000-05:00;Hombre;34;Casado(a);1;221;13;13;4;1;15;1
DEFAULT;2003-06-07T11:30:00.000-05:00;Hombre;34;Casado(a);4;102;89;2;5;4;8;3
DEFAULT;2003-06-07T11:30:00.000-05:00;Hombre;34;Casado(a);14;153;115;7;7;3;7;2
DEFAULT;2003-06-07T11:40:00.000-05:00;Mujer;36;Sin dato;3;205;99;9;4;4;15;5
DEFAULT;2003-06-07T11:30:00.000-05:00;Hombre;34;Sin dato;14;189;70;9;5;1;2;3
DEFAULT;2003-06-07T11:30:00.000-05:00;Hombre;34;Sin dato;10;168;107;8;2;4;10;1
DEFAULT;2003-06-07T11:30:00.000-05:00;Hombre;34;Sin dato;2;230;58;6;4;2;9;8
DEFAULT;2003-06-07T11:30:00.000-05:00;Hombre;34;Sin dato;13;158;116;9;5;4;3;2
DEFAULT;2003-06-08T15:00:00.000-05:00;Mujer;37;Casado(a);1;134;83;12;3;3;12;8
DEFAULT;2003-06-08T15:00:00.000-05:00;Mujer;37;Casado(a);5;84;31;10;2;4;8;3
DEFAULT;2003-06-08T15:00:00.000-05:00;Mujer;37;Sin dato;12;46;5;10;1;5;11;4
DEFAULT;2003-06-08T15:00:00.000-05:00;Mujer;37;Sin dato;2;176;36;4;10;4;8;5
DEFAULT;2003-06-09T09:30:00.000-05:00;Hombre;58;Casado(a);12;196;61;12;4;1;11;1
DEFAULT;2003-06-09T09:30:00.000-05:00;Hombre;58;Casado(a);10;119;92;1;9;4;3;8
DEFAULT;2003-06-09T09:30:00.000-05:00;Hombre;58;Casado(a);1;107;36;6;12;4;10;2
DEFAULT;2003-06-09T09:30:00.000-05:00;Hombre;58;Sin dato;12;34;21;8;8;3;10;4
DEFAULT;2003-06-09T09:30:00.000-05:00;Hombre;58;Sin dato;5;36;3;5;9;5;7;6
DEFAULT;2003-06-09T09:30:00.000-05:00;Hombre;58;Sin dato;6;89;26;12;3;2;10;4
DEFAULT;2003-06-10T21:30:00.000-05:00;Mujer;58;Casado(a);5;209;121;12;9;1;13;4
DEFAULT;2003-06-10T21:30:00.000-05:00;Mujer;58;Sin dato;2;161;66;12;1;1;5;2
DEFAULT;2003-06-13T08:30:00.000-05:00;Mujer;28;Casado(a);13;120;73;2;11;2;5;8
DEFAULT;2003-06-13T08:30:00.000-05:00;Mujer;28;Sin dato;10;230;45;13;8;5;8;4
DEFAULT;2003-06-15T13:30:00.000-05:00;Mujer;44;Casado(a);3;23;35;8;3;5;11;1
DEFAULT;2003-06-15T21:00:00.000-05:00;Hombre;22;Soltero(a);8;172;87;7;10;3;16;8
DEFAULT;2003-06-15T13:30:00.000-05:00;Mujer;44;Sin dato;13;46;81;9;9;5;11;8
DEFAULT;2003-06-15T21:00:00.000-05:00;Hombre;22;Sin dato;3;66;65;3;2;4;10;7
DEFAULT;2003-06-16T03:30:00.000-05:00;Mujer;41;Casado(a);2;73;115;9;10;4;10;8
DEFAULT;2003-06-16T11:30:00.000-05:00;Mujer;19;Soltero(a);9;154;39;11;11;3;16;7
DEFAULT;2003-06-16T11:30:00.000-05:00;Mujer;19;Soltero(a);12;2;1;2;10;4;13;4
DEFAULT;2003-06-16T11:30:00.000-05:00;Mujer;19;Soltero(a);12;31;34;1;9;1;1;3
DEFAULT;2003-06-16T03:30:00.000-05:00;Mujer;41;Casado(a);8;199;116;13;9;2;9;2
DEFAULT;2003-06-16T11:30:00.000-05:00;Mujer;19;Soltero(a);1;222;5;1;12;5;15;3
DEFAULT;2003-06-16T14:30:00.000-05:00;Hombre;44;Casado(a);13;69;81;3;9;1;16;1
DEFAULT;2003-06-16T18:00:00.000-05:00;Hombre;40;Casado(a);3;21;22;9;5;2;8;4
DEFAULT;2003-06-16T18:00:00.000-05:00;Hombre;40;Sin dato;4;39;22;11;10;1;7;4
DEFAULT;2003-06-16T11:30:00.000-05:00;Mujer;19;Sin dato;1;78;111;12;5;4;13;3
DEFAULT;2003-06-16T11:30:00.000-05:00;Mujer;19;Sin dato;6;148;10;9;5;2;5;8
DEFAULT;2003-06-16T11:30:00.000-05:00;Mujer;19;Sin dato;12;88;42;12;7;4;6;3
DEFAULT;2003-06-16T11:30:00.000-05:00;Mujer;19;Sin dato;9;179;97;1;4;4;15;3
DEFAULT;2003-06-16T14:30:00.000-05:00;Hombre;44;Sin dato;5;40;74;11;2;1;3;8
DEFAULT;2003-06-16T03:30:00.000-05:00;Mujer;41;Sin dato;1;88;43;5;11;4;9;6
DEFAULT;2003-06-16T03:30:00.000-05:00;Mujer;41;Sin dato;4;11;24;1;5;1;13;2
DEFAULT;2003-06-17T16:30:00.000-05:00;Hombre;53;Casado(a);3;126;91;12;2;3;9;6
DEFAULT;2003-06-17T16:30:00.000-05:00;Hombre;53;Sin dato;2;17;51;9;10;5;14;5
DEFAULT;2003-06-18T15:00:00.000-05:00;Mujer;46;Casado(a);10;18;36;13;6;5;16;2
DEFAULT;2003-06-18T15:00:00.000-05:00;Mujer;46;Sin dato;5;212;15;1;12;3;2;5
DEFAULT;2003-06-19T10:00:00.000-05:00;Hombre;39;Casado(a);1;57;13;5;7;3;4;1
DEFAULT;2003-06-19T10:00:00.000-05:00;Hombre;39;Casado(a);7;215;55;8;9;5;15;2
DEFAULT;2003-06-19T15:30:00.000-05:00;Mujer;72;Casado(a);12;182;98;5;6;3;8;2
DEFAULT;2003-06-19T15:30:00.000-05:00;Mujer;72;Sin dato;10;243;92;6;5;4;16;3
DEFAULT;2003-06-19T10:00:00.000-05:00;Hombre;39;Sin dato;12;70;120;4;2;2;8;2
DEFAULT;2003-06-19T10:00:00.000-05:00;Hombre;39;Sin dato;2;170;20;11;9;1;9;2
DEFAULT;2003-06-22T11:00:00.000-05:00;Hombre;31;Soltero(a);9;21;8;7;8;2;15;2
DEFAULT;2003-06-22T19:15:00.000-05:00;Hombre;31;Soltero(a);8;236;104;2;6;2;10;4
DEFAULT;2003-06-22T15:30:00.000-05:00;Hombre;44;Casado(a);3;141;98;7;11;2;6;7
DEFAULT;2003-06-22T15:30:00.000-05:00;Hombre;44;Casado(a);3;234;67;3;10;4;9;4
DEFAULT;2003-06-22T15:30:00.000-05:00;Hombre;44;Casado(a);5;114;25;4;7;5;16;3
DEFAULT;2003-06-22T20:10:00.000-05:00;Hombre;62;Soltero(a);1;33;71;13;3;2;10;1
DEFAULT;2003-06-22T20:10:00.000-05:00;Hombre;62;Soltero(a);7;6;12;8;3;4;4;7
DEFAULT;2003-06-22T14:00:00.000-05:00;Mujer;64;Casado(a);3;124;116;11;5;5;4;1
DEFAULT;2003-06-22T15:30:00.000-05:00;Hombre;44;Casado(a);10;110;13;5;11;2;13;6
DEFAULT;2003-06-22T17:30:00.000-05:00;Mujer;34;Uni? marital de hecho;4;157;53;2;1;5;8;8
DEFAULT;2003-06-22T20:10:00.000-05:00;Hombre;62;Soltero(a);6;179;41;10;1;1;1;7
DEFAULT;2003-06-22T19:15:00.000-05:00;Hombre;31;Sin dato;10;32;74;12;4;2;12;4
DEFAULT;2003-06-22T11:00:00.000-05:00;Hombre;31;Sin dato;2;243;56;3;8;5;11;5
DEFAULT;2003-06-22T15:30:00.000-05:00;Hombre;44;Sin dato;14;204;12;9;9;2;14;3
DEFAULT;2003-06-22T15:30:00.000-05:00;Hombre;44;Sin dato;2;18;57;6;5;2;1;4
DEFAULT;2003-06-22T15:30:00.000-05:00;Hombre;44;Sin dato;10;207;75;12;9;3;6;6
DEFAULT;2003-06-22T15:30:00.000-05:00;Hombre;44;Sin dato;10;116;89;5;5;5;2;1
DEFAULT;2003-06-22T20:10:00.000-05:00;Hombre;62;Sin dato;13;179;88;3;12;3;14;3
DEFAULT;2003-06-22T20:10:00.000-05:00;Hombre;62;Sin dato;4;225;72;1;1;2;6;8
DEFAULT;2003-06-22T20:10:00.000-05:00;Hombre;62;Sin dato;14;162;37;13;4;4;7;5
DEFAULT;2003-06-22T17:30:00.000-05:00;Mujer;34;Sin dato;4;94;21;13;5;5;8;8
DEFAULT;2003-06-22T14:00:00.000-05:00;Mujer;64;Sin dato;6;179;30;13;6;4;5;8
DEFAULT;2003-06-23T20:15:00.000-05:00;Hombre;49;Casado(a);6;168;58;7;4;3;4;6
DEFAULT;2003-06-23T19:00:00.000-05:00;Hombre;68;Casado(a);6;241;64;12;11;4;8;8
DEFAULT;2003-06-23T20:15:00.000-05:00;Hombre;49;Sin dato;1;31;110;2;10;4;12;8
DEFAULT;2003-06-23T19:00:00.000-05:00;Hombre;68;Sin dato;6;212;60;5;4;5;10;4
DEFAULT;2003-06-24T10:50:00.000-05:00;Mujer;29;Casado(a);1;188;15;8;8;3;15;1
DEFAULT;2003-06-24T19:30:00.000-05:00;Hombre;30;Soltero(a);10;71;87;8;3;4;8;4
DEFAULT;2003-06-24T10:50:00.000-05:00;Mujer;29;Sin dato;4;155;58;11;5;3;15;1
DEFAULT;2003-06-24T19:30:00.000-05:00;Hombre;30;Sin dato;9;90;62;6;7;5;10;4
DEFAULT;2003-06-26T19:00:00.000-05:00;Mujer;30;Soltero(a);11;119;109;9;2;4;14;5
DEFAULT;2003-06-26T01:00:00.000-05:00;Mujer;27;Casado(a);5;211;8;8;10;3;6;5
DEFAULT;2003-06-26T01:00:00.000-05:00;Mujer;27;Casado(a);14;134;37;3;9;2;4;2
DEFAULT;2003-06-26T19:00:00.000-05:00;Mujer;30;Sin dato;10;140;69;7;2;5;6;1
DEFAULT;2003-06-26T01:00:00.000-05:00;Mujer;27;Sin dato;13;166;45;7;6;3;9;6
DEFAULT;2003-06-26T01:00:00.000-05:00;Mujer;27;Sin dato;5;87;110;10;1;1;9;3
DEFAULT;2003-06-27T18:00:00.000-05:00;Mujer;65;Casado(a);12;33;10;10;3;5;1;7
DEFAULT;2003-06-27T14:30:00.000-05:00;Hombre;37;Casado(a);9;177;51;7;8;3;16;3
DEFAULT;2003-06-27T18:00:00.000-05:00;Mujer;65;Sin dato;14;106;29;5;9;1;5;7
DEFAULT;2003-06-27T14:30:00.000-05:00;Hombre;37;Sin dato;9;44;55;7;9;5;5;7
DEFAULT;2003-06-28T15:40:00.000-05:00;Mujer;28;Soltero(a);1;121;14;8;7;4;2;5
DEFAULT;2003-06-28T15:40:00.000-05:00;Mujer;28;Sin dato;11;149;1;4;8;3;2;7
DEFAULT;2003-06-29T14:50:00.000-05:00;Hombre;37;Casado(a);4;182;90;10;11;3;15;3
DEFAULT;2003-06-29T13:45:00.000-05:00;Hombre;55;Casado(a);3;240;29;8;10;4;7;5
DEFAULT;2003-06-29T14:50:00.000-05:00;Hombre;37;Sin dato;9;7;49;10;4;1;4;4
DEFAULT;2003-06-29T13:45:00.000-05:00;Hombre;55;Sin dato;14;120;101;8;4;1;10;8
DEFAULT;2003-06-30T12:30:00.000-05:00;Hombre;46;Casado(a);4;8;32;8;11;4;11;7
DEFAULT;2003-06-30T02:10:00.000-05:00;Hombre;53;Casado(a);7;76;68;6;8;3;6;2
DEFAULT;2003-06-30T12:30:00.000-05:00;Hombre;46;Casado(a);12;17;52;6;10;5;10;3
DEFAULT;2003-06-30T02:00:00.000-05:00;Hombre;41;Divorciado(a);5;53;62;7;8;1;1;5
DEFAULT;2003-06-30T02:00:00.000-05:00;Hombre;41;Divorciado(a);3;11;3;6;11;4;14;1
DEFAULT;2003-06-30T04:00:00.000-05:00;Hombre;54;Casado(a);7;23;115;6;1;5;3;1
DEFAULT;2003-06-30T11:00:00.000-05:00;Hombre;67;Casado(a);11;57;108;10;8;5;5;6
DEFAULT;2003-06-30T16:00:00.000-05:00;Hombre;30;Soltero(a);12;44;1;3;8;3;8;8
DEFAULT;2003-06-30T19:50:00.000-05:00;Mujer;62;Casado(a);1;77;30;13;5;1;13;3
DEFAULT;2003-06-30T02:10:00.000-05:00;Hombre;53;Sin dato;9;213;119;7;8;5;14;8
DEFAULT;2003-06-30T12:30:00.000-05:00;Hombre;46;Sin dato;3;103;113;4;4;3;6;3
DEFAULT;2003-06-30T12:30:00.000-05:00;Hombre;46;Sin dato;8;155;83;4;10;3;13;6
DEFAULT;2003-06-30T16:00:00.000-05:00;Hombre;30;Sin dato;12;176;95;10;12;4;6;8
DEFAULT;2003-06-30T19:50:00.000-05:00;Mujer;62;Sin dato;7;92;54;3;2;5;2;8
DEFAULT;2003-06-30T04:00:00.000-05:00;Hombre;54;Sin dato;7;101;14;10;8;5;4;1
DEFAULT;2003-06-30T11:00:00.000-05:00;Hombre;67;Sin dato;6;246;66;4;9;2;6;7
DEFAULT;2003-06-30T02:00:00.000-05:00;Hombre;41;Sin dato;8;225;78;6;1;2;8;5
DEFAULT;2003-06-30T02:00:00.000-05:00;Hombre;41;Sin dato;2;39;46;8;6;4;14;4
DEFAULT;2003-07-01T11:40:00.000-05:00;Mujer;12;Soltero(a);7;12;12;3;3;1;9;4
DEFAULT;2003-07-01T11:40:00.000-05:00;Mujer;47;Casado(a);5;74;5;5;8;1;7;5
DEFAULT;2003-07-01T11:40:00.000-05:00;Mujer;47;Casado(a);2;232;101;6;7;1;5;8
DEFAULT;2003-07-01T11:40:00.000-05:00;Mujer;47;Casado(a);10;151;110;2;2;3;5;4
DEFAULT;2003-07-01T18:45:00.000-05:00;Mujer;24;Soltero(a);12;238;66;11;5;3;11;3
DEFAULT;2003-07-01T18:45:00.000-05:00;Mujer;24;Sin dato;14;43;61;5;10;2;1;5
DEFAULT;2003-07-01T11:40:00.000-05:00;Mujer;47;Sin dato;3;92;30;8;6;1;6;7
DEFAULT;2003-07-01T11:40:00.000-05:00;Mujer;12;Sin dato;4;193;76;8;2;2;2;7
DEFAULT;2003-07-01T11:40:00.000-05:00;Mujer;47;Sin dato;13;134;105;10;5;2;1;8
DEFAULT;2003-07-01T11:40:00.000-05:00;Mujer;47;Sin dato;14;221;53;9;5;5;1;6
DEFAULT;2003-07-02T12:00:00.000-05:00;Mujer;30;Soltero(a);8;197;32;8;5;4;7;8
DEFAULT;2003-07-02T23:00:00.000-05:00;Hombre;44;Casado(a);1;90;3;7;7;3;10;7
DEFAULT;2003-07-02T12:30:00.000-05:00;Hombre;47;Divorciado(a);6;21;44;13;2;5;9;4
DEFAULT;2003-07-02T23:00:00.000-05:00;Hombre;44;Casado(a);9;189;38;3;12;2;7;3
DEFAULT;2003-07-02T12:00:00.000-05:00;Mujer;30;Sin dato;10;147;32;2;7;4;10;1
DEFAULT;2003-07-02T12:30:00.000-05:00;Hombre;47;Sin dato;4;242;64;1;10;3;6;8
DEFAULT;2003-07-02T23:00:00.000-05:00;Hombre;44;Sin dato;4;178;92;9;2;2;11;3
DEFAULT;2003-07-02T23:00:00.000-05:00;Hombre;44;Sin dato;2;132;36;3;6;5;4;1
DEFAULT;2003-07-03T21:00:00.000-05:00;Hombre;62;Soltero(a);12;204;10;6;6;1;1;2
DEFAULT;2003-07-03T21:00:00.000-05:00;Hombre;62;Soltero(a);11;129;68;8;5;4;7;2
DEFAULT;2003-07-03T21:00:00.000-05:00;Hombre;62;Soltero(a);13;152;84;10;1;5;16;4
DEFAULT;2003-07-03T09:00:00.000-05:00;Hombre;31;Soltero(a);10;79;14;11;5;3;2;3
DEFAULT;2003-07-03T13:00:00.000-05:00;Hombre;38;Casado(a);1;221;5;13;2;5;5;2
DEFAULT;2003-07-03T21:00:00.000-05:00;Hombre;62;Soltero(a);10;78;50;7;3;1;11;1
DEFAULT;2003-07-03T13:00:00.000-05:00;Hombre;38;Sin dato;14;143;33;1;3;3;3;5
DEFAULT;2003-07-03T21:00:00.000-05:00;Hombre;62;Sin dato;3;220;34;2;11;3;11;5
DEFAULT;2003-07-03T21:00:00.000-05:00;Hombre;62;Sin dato;9;176;103;11;5;4;1;8
DEFAULT;2003-07-03T21:00:00.000-05:00;Hombre;62;Sin dato;12;19;78;6;12;5;15;5
DEFAULT;2003-07-03T21:00:00.000-05:00;Hombre;62;Sin dato;3;193;96;10;5;5;11;8
DEFAULT;2003-07-03T09:00:00.000-05:00;Hombre;31;Sin dato;11;148;23;4;1;3;5;5
DEFAULT;2003-07-04T11:00:00.000-05:00;Mujer;30;Soltero(a);14;230;63;12;3;1;4;1
DEFAULT;2003-07-04T11:00:00.000-05:00;Mujer;30;Soltero(a);9;199;12;4;1;4;5;3
DEFAULT;2003-07-04T11:00:00.000-05:00;Mujer;30;Soltero(a);9;159;121;3;8;3;8;5
DEFAULT;2003-07-04T10:30:00.000-05:00;Mujer;62;Casado(a);9;83;48;4;2;2;15;2
DEFAULT;2003-07-04T11:00:00.000-05:00;Mujer;30;Soltero(a);6;78;78;4;5;2;16;8
DEFAULT;2003-07-04T11:00:00.000-05:00;Mujer;30;Sin dato;4;124;72;7;5;3;4;1
DEFAULT;2003-07-04T11:00:00.000-05:00;Mujer;30;Sin dato;8;187;66;7;7;3;5;4
DEFAULT;2003-07-04T11:00:00.000-05:00;Mujer;30;Sin dato;7;84;11;8;12;4;4;6
DEFAULT;2003-07-04T11:00:00.000-05:00;Mujer;30;Sin dato;13;130;8;1;10;3;11;7
DEFAULT;2003-07-04T10:30:00.000-05:00;Mujer;62;Sin dato;13;148;120;7;6;5;3;7
DEFAULT;2003-07-05T18:00:00.000-05:00;Mujer;42;Casado(a);10;124;72;8;7;1;4;7
DEFAULT;2003-07-05T18:00:00.000-05:00;Mujer;42;Casado(a);9;220;53;6;9;1;13;8
DEFAULT;2003-07-05T18:00:00.000-05:00;Mujer;42;Casado(a);1;203;107;4;7;3;12;6
DEFAULT;2003-07-05T18:00:00.000-05:00;Mujer;42;Casado(a);14;186;56;7;9;5;3;6
DEFAULT;2003-07-05T18:00:00.000-05:00;Mujer;42;Sin dato;4;19;60;10;8;3;7;8
DEFAULT;2003-07-05T18:00:00.000-05:00;Mujer;42;Sin dato;4;143;31;2;8;1;9;4
DEFAULT;2003-07-05T18:00:00.000-05:00;Mujer;42;Sin dato;7;215;29;6;4;3;1;2
DEFAULT;2003-07-05T18:00:00.000-05:00;Mujer;42;Sin dato;9;200;88;10;5;5;13;7
DEFAULT;2003-07-06T15:15:00.000-05:00;Hombre;37;Casado(a);9;57;56;6;12;1;12;5
DEFAULT;2003-07-06T15:15:00.000-05:00;Hombre;37;Casado(a);14;153;36;10;9;5;9;1
DEFAULT;2003-07-06T15:15:00.000-05:00;Hombre;37;Casado(a);8;45;34;6;5;1;9;1
DEFAULT;2003-07-06T15:15:00.000-05:00;Hombre;37;Casado(a);9;219;40;12;7;2;12;6
DEFAULT;2003-07-06T15:15:00.000-05:00;Hombre;37;Casado(a);7;108;59;2;10;3;6;1
DEFAULT;2003-07-06T02:00:00.000-05:00;Mujer;45;Casado(a);13;16;85;13;5;3;2;5
DEFAULT;2003-07-06T02:00:00.000-05:00;Mujer;45;Casado(a);3;35;121;13;6;4;12;1
DEFAULT;2003-07-06T10:00:00.000-05:00;Mujer;71;Viudo(a);8;40;12;5;1;2;10;3
DEFAULT;2003-07-06T02:00:00.000-05:00;Mujer;45;Casado(a);1;58;102;13;10;4;7;2
DEFAULT;2003-07-06T05:00:00.000-05:00;Mujer;55;Viudo(a);11;5;93;11;5;4;14;3
DEFAULT;2003-07-06T05:30:00.000-05:00;Mujer;55;Soltero(a);6;162;82;3;7;3;9;1
DEFAULT;2003-07-06T10:00:00.000-05:00;Mujer;71;Viudo(a);8;27;86;3;6;4;16;7
DEFAULT;2003-07-06T15:15:00.000-05:00;Hombre;37;Sin dato;10;121;66;3;8;3;8;3
DEFAULT;2003-07-06T15:15:00.000-05:00;Hombre;37;Sin dato;10;24;100;2;3;1;9;7
DEFAULT;2003-07-06T15:15:00.000-05:00;Hombre;37;Sin dato;6;2;63;7;9;4;9;6
DEFAULT;2003-07-06T15:15:00.000-05:00;Hombre;37;Sin dato;10;176;41;12;7;4;2;8
DEFAULT;2003-07-06T15:15:00.000-05:00;Hombre;37;Sin dato;7;64;31;2;7;3;3;2
DEFAULT;2003-07-06T02:00:00.000-05:00;Mujer;45;Sin dato;14;160;48;12;5;3;3;4
DEFAULT;2003-07-06T02:00:00.000-05:00;Mujer;45;Sin dato;13;48;45;12;6;1;15;1
DEFAULT;2003-07-06T02:00:00.000-05:00;Mujer;45;Sin dato;5;127;63;12;1;2;4;3
DEFAULT;2003-07-06T05:00:00.000-05:00;Mujer;55;Sin dato;11;30;107;5;2;3;8;1
DEFAULT;2003-07-06T10:00:00.000-05:00;Mujer;71;Sin dato;3;119;78;7;2;4;2;5
DEFAULT;2003-07-06T10:00:00.000-05:00;Mujer;71;Sin dato;5;196;44;3;5;5;8;2
DEFAULT;2003-07-06T05:30:00.000-05:00;Mujer;55;Sin dato;3;240;37;6;5;4;7;4
DEFAULT;2003-07-07T12:30:00.000-05:00;Hombre;46;Casado(a);8;117;48;10;1;3;8;1
DEFAULT;2003-07-07T09:45:00.000-05:00;Hombre;20;Soltero(a);8;167;94;9;12;5;8;5
DEFAULT;2003-07-07T12:30:00.000-05:00;Mujer;39;Casado(a);12;35;93;11;8;1;3;6
DEFAULT;2003-07-07T08:00:00.000-05:00;Mujer;37;Soltero(a);13;71;79;13;6;4;10;4
DEFAULT;2003-07-07T09:45:00.000-05:00;Hombre;20;Soltero(a);5;128;81;10;8;4;5;8
DEFAULT;2003-07-07T12:30:00.000-05:00;Mujer;39;Casado(a);7;137;75;3;1;3;14;6
DEFAULT;2003-07-07T16:00:00.000-05:00;Hombre;44;Casado(a);11;160;88;11;7;5;11;8
DEFAULT;2003-07-07T12:30:00.000-05:00;Hombre;46;Sin dato;3;4;83;10;6;1;9;8
DEFAULT;2003-07-07T16:00:00.000-05:00;Hombre;44;Sin dato;6;6;114;11;12;2;1;5
DEFAULT;2003-07-07T08:00:00.000-05:00;Mujer;37;Sin dato;6;15;77;9;8;5;5;1
DEFAULT;2003-07-07T09:45:00.000-05:00;Hombre;20;Sin dato;5;148;57;10;7;4;6;1
DEFAULT;2003-07-07T09:45:00.000-05:00;Hombre;20;Sin dato;13;127;97;11;9;5;7;4
DEFAULT;2003-07-07T12:30:00.000-05:00;Mujer;39;Sin dato;12;27;84;11;3;3;6;7
DEFAULT;2003-07-07T12:30:00.000-05:00;Mujer;39;Sin dato;8;138;70;11;5;5;1;6
DEFAULT;2003-07-08T14:00:00.000-05:00;Mujer;77;Casado(a);1;94;40;5;8;3;16;5
DEFAULT;2003-07-08T14:00:00.000-05:00;Mujer;77;Casado(a);12;229;15;2;11;4;5;2
DEFAULT;2003-07-08T19:00:00.000-05:00;Mujer;25;Soltero(a);10;22;3;8;12;5;8;6
DEFAULT;2003-07-08T10:00:00.000-05:00;Mujer;53;Soltero(a);9;174;91;13;11;4;6;8
DEFAULT;2003-07-08T19:00:00.000-05:00;Mujer;25;Soltero(a);14;182;34;10;12;5;12;6
DEFAULT;2003-07-08T14:00:00.000-05:00;Mujer;77;Sin dato;3;146;62;12;6;5;1;5
DEFAULT;2003-07-08T14:00:00.000-05:00;Mujer;77;Sin dato;7;202;39;10;12;4;10;5
DEFAULT;2003-07-08T19:00:00.000-05:00;Mujer;25;Sin dato;7;130;25;10;5;3;15;5
DEFAULT;2003-07-08T19:00:00.000-05:00;Mujer;25;Sin dato;14;175;37;3;6;2;8;3
DEFAULT;2003-07-08T10:00:00.000-05:00;Mujer;53;Sin dato;12;78;3;5;4;1;2;3
DEFAULT;2003-07-09T10:00:00.000-05:00;Hombre;18;Soltero(a);10;245;29;3;2;3;12;3
DEFAULT;2003-07-09T10:00:00.000-05:00;Hombre;18;Soltero(a);14;12;1;1;8;3;11;7
DEFAULT;2003-07-09T10:00:00.000-05:00;Hombre;18;Sin dato;8;51;44;6;10;4;3;3
DEFAULT;2003-07-09T10:00:00.000-05:00;Hombre;18;Sin dato;3;107;113;6;5;1;4;6
DEFAULT;2003-07-10T04:00:00.000-05:00;Mujer;43;Casado(a);10;70;104;3;6;1;2;8
DEFAULT;2003-07-10T14:30:00.000-05:00;Hombre;26;Uni? marital de hecho;7;151;6;12;7;4;16;7
DEFAULT;2003-07-10T20:00:00.000-05:00;Hombre;41;Casado(a);5;15;67;11;3;1;7;2
DEFAULT;2003-07-10T22:30:00.000-05:00;Mujer;39;Soltero(a);10;69;5;12;8;2;15;1
DEFAULT;2003-07-10T22:30:00.000-05:00;Mujer;35;Casado(a);11;172;68;3;4;1;8;4
DEFAULT;2003-07-10T14:30:00.000-05:00;Hombre;26;Sin dato;11;49;111;4;1;5;3;1
DEFAULT;2003-07-10T04:00:00.000-05:00;Mujer;43;Sin dato;2;26;40;7;9;1;7;5
DEFAULT;2003-07-10T22:30:00.000-05:00;Mujer;39;Sin dato;8;71;43;3;6;3;11;8
DEFAULT;2003-07-10T22:30:00.000-05:00;Mujer;35;Sin dato;6;222;107;2;3;5;12;4
DEFAULT;2003-07-10T20:00:00.000-05:00;Hombre;41;Sin dato;9;44;100;5;1;4;7;7
DEFAULT;2003-07-11T18:00:00.000-05:00;Mujer;44;Casado(a);8;107;59;3;11;3;5;6
DEFAULT;2003-07-11T20:45:00.000-05:00;Mujer;45;Casado(a);6;68;43;2;7;3;3;6
DEFAULT;2003-07-11T18:00:00.000-05:00;Mujer;44;Sin dato;11;162;35;7;6;2;2;5
DEFAULT;2003-07-11T20:45:00.000-05:00;Mujer;45;Sin dato;4;231;56;9;10;1;10;8
DEFAULT;2003-07-12T11:00:00.000-05:00;Hombre;26;Soltero(a);7;70;49;10;10;4;10;1
DEFAULT;2003-07-12T22:35:00.000-05:00;Hombre;53;Soltero(a);14;51;65;8;6;5;8;8
DEFAULT;2003-07-12T22:35:00.000-05:00;Hombre;53;Sin dato;2;239;88;9;11;1;16;4
DEFAULT;2003-07-12T11:00:00.000-05:00;Hombre;26;Sin dato;8;48;49;13;7;1;7;5
DEFAULT;2003-07-13T10:00:00.000-05:00;Hombre;47;Casado(a);1;48;112;13;5;5;15;1
DEFAULT;2003-07-13T14:30:00.000-05:00;Mujer;49;Casado(a);6;237;16;13;3;1;15;6
DEFAULT;2003-07-13T14:30:00.000-05:00;Mujer;49;Casado(a);5;187;109;5;11;5;11;6
DEFAULT;2003-07-13T14:30:00.000-05:00;Mujer;49;Casado(a);2;244;50;3;7;5;5;5
DEFAULT;2003-07-13T17:45:00.000-05:00;Mujer;30;Casado(a);1;98;5;2;12;1;2;1
DEFAULT;2003-07-13T20:30:00.000-05:00;Hombre;35;Casado(a);10;209;108;13;2;3;3;8
DEFAULT;2003-07-13T10:00:00.000-05:00;Hombre;47;Sin dato;11;223;63;2;2;5;6;3
DEFAULT;2003-07-13T17:45:00.000-05:00;Mujer;30;Sin dato;7;88;87;5;2;1;15;1
DEFAULT;2003-07-13T20:30:00.000-05:00;Hombre;35;Sin dato;6;216;112;3;5;1;13;5
DEFAULT;2003-07-13T14:30:00.000-05:00;Mujer;49;Sin dato;5;182;73;8;7;3;3;6
DEFAULT;2003-07-13T14:30:00.000-05:00;Mujer;49;Sin dato;10;117;63;12;1;1;12;3
DEFAULT;2003-07-13T14:30:00.000-05:00;Mujer;49;Sin dato;14;176;101;5;4;3;11;3
DEFAULT;2003-07-15T02:10:00.000-05:00;Mujer;43;Casado(a);1;71;8;3;6;3;6;8
DEFAULT;2003-07-15T15:30:00.000-05:00;Hombre;35;Soltero(a);8;107;80;1;12;2;11;1
DEFAULT;2003-07-15T21:15:00.000-05:00;Mujer;39;Casado(a);13;129;51;8;8;1;11;7
